0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
0.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
0.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
0.0,0.5158663
1.0,0.5158663
0.0,0.5158663
1.0,0.5158663
0.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
1.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
0.0,0.5158663
